match_datetime,duration_sec,winning_team,player_name,team,position,net_worth,kills,deaths,assists
2025-02-25 21:46,1552,radiant,wu3oud,radiant,1,16572,13,0,6
2025-02-25 21:46,1552,radiant,katokan,radiant,3,12639,6,2,11
2025-02-25 21:46,1552,radiant,poopy,radiant,4,8169,2,5,14
2025-02-25 21:46,1552,radiant,palec,radiant,5,6838,1,4,6
2025-02-25 21:46,1552,radiant,bnc,radiant,2,17967,9,0,18
2025-02-25 21:46,1552,radiant,yak,dire,2,8112,1,9,2
2025-02-25 21:46,1552,radiant,rotta,dire,4,6227,2,2,3
2025-02-25 21:46,1552,radiant,imba,dire,3,8355,3,4,1
2025-02-25 21:46,1552,radiant,gantz,dire,1,9283,5,6,3
2025-02-25 21:46,1552,radiant,de,dire,5,3226,0,11,6
2025-02-28 21:53,1867,radiant,bnc,radiant,2,15598,11,1,8
2025-02-28 21:53,1867,radiant,imba,radiant,3,15412,6,1,14
2025-02-28 21:53,1867,radiant,pizza,radiant,5,7713,1,5,15
2025-02-28 21:53,1867,radiant,poopy,radiant,4,9637,5,2,13
2025-02-28 21:53,1867,radiant,gantz,radiant,1,19134,12,2,10
2025-02-28 21:53,1867,radiant,fishscale,dire,1,15750,4,8,3
2025-02-28 21:53,1867,radiant,katokan,dire,3,8726,1,7,4
2025-02-28 21:53,1867,radiant,tj4k,dire,2,10057,0,5,2
2025-02-28 21:53,1867,radiant,palec,dire,5,6306,3,8,2
2025-02-28 21:53,1867,radiant,de,dire,4,5472,3,7,4
2025-02-28 23:00,3145,dire,bnc,radiant,2,23476,11,5,10
2025-02-28 23:00,3145,dire,imba,radiant,3,22539,1,4,18
2025-02-28 23:00,3145,dire,fishscale,radiant,1,34501,12,6,9
2025-02-28 23:00,3145,dire,palec,radiant,5,12535,5,7,12
2025-02-28 23:00,3145,dire,pizza,radiant,4,13283,4,9,16
2025-02-28 23:00,3145,dire,starlight,dire,2,26182,5,7,18
2025-02-28 23:00,3145,dire,katokan,dire,3,24223,12,6,19
2025-02-28 23:00,3145,dire,de,dire,5,16840,2,8,16
2025-02-28 23:00,3145,dire,elnino,dire,4,14618,1,7,23
2025-02-28 23:00,3145,dire,gantz,dire,1,38475,11,5,9
2025-03-01 00:12,2791,dire,starlight,radiant,1,22071,4,9,8
2025-03-01 00:12,2791,dire,fishscale,radiant,2,25657,9,3,9
2025-03-01 00:12,2791,dire,imba,radiant,3,19951,8,4,12
2025-03-01 00:12,2791,dire,katokan,radiant,4,18416,7,5,14
2025-03-01 00:12,2791,dire,pizza,radiant,5,11052,0,6,19
2025-03-01 00:12,2791,dire,gantz,dire,1,28696,4,5,8
2025-03-01 00:12,2791,dire,bnc,dire,2,24137,9,5,8
2025-03-01 00:12,2791,dire,tj4k,dire,3,32422,9,3,7
2025-03-01 00:12,2791,dire,de,dire,5,10195,1,10,13
2025-03-01 00:12,2791,dire,palec,dire,4,13738,3,5,13
2025-03-02 21:59,1933,dire,katokan,radiant,4,8114,6,4,9
2025-03-02 21:59,1933,dire,tj4k,radiant,3,12551,3,8,4
2025-03-02 21:59,1933,dire,bnc,radiant,2,15730,11,5,7
2025-03-02 21:59,1933,dire,palec,radiant,5,5319,1,12,11
2025-03-02 21:59,1933,dire,gantz,radiant,1,14172,7,9,8
2025-03-02 21:59,1933,dire,yak,dire,3,16196,9,8,19
2025-03-02 21:59,1933,dire,wu3oud,dire,2,20847,8,8,7
2025-03-02 21:59,1933,dire,smile,dire,1,24833,11,0,11
2025-03-02 21:59,1933,dire,de,dire,5,10815,2,6,19
2025-03-02 21:59,1933,dire,poopy,dire,4,11258,7,7,17
2025-03-02 22:04,2236,radiant,smile,radiant,1,35215,11,3,6
2025-03-02 22:04,2236,radiant,yak,radiant,4,21876,5,4,20
2025-03-02 22:04,2236,radiant,wu3oud,radiant,3,19421,6,4,7
2025-03-02 22:04,2236,radiant,tj4k,radiant,2,25754,11,2,8
2025-03-02 22:04,2236,radiant,palec,radiant,5,16365,1,2,14
2025-03-02 22:04,2236,radiant,poopy,dire,4,7190,1,9,4
2025-03-02 22:04,2236,radiant,bnc,dire,2,17700,1,5,5
2025-03-02 22:04,2236,radiant,katokan,dire,3,14375,3,7,3
2025-03-02 22:04,2236,radiant,de,dire,5,6917,1,9,10
2025-03-02 22:04,2236,radiant,gantz,dire,1,22436,7,4,5
2025-03-07 22:24,3135,radiant,imba,radiant,2,31023,11,3,11
2025-03-07 22:24,3135,radiant,de,radiant,4,21347,8,7,21
2025-03-07 22:24,3135,radiant,yak,radiant,3,23277,5,13,23
2025-03-07 22:24,3135,radiant,pizza,radiant,5,11991,0,10,17
2025-03-07 22:24,3135,radiant,gantz,radiant,1,35643,10,3,14
2025-03-07 22:24,3135,radiant,katokan,dire,3,20038,1,7,19
2025-03-07 22:24,3135,radiant,smile,dire,1,41567,1,7,19
2025-03-07 22:24,3135,radiant,bnc,dire,2,25060,13,6,14
2025-03-07 22:24,3135,radiant,p,dire,4,12132,1,7,21
2025-03-07 22:24,3135,radiant,poopy,dire,5,12106,2,11,24
2025-03-07 23:48,3831,dire,smile,radiant,1,39972,16,11,14
2025-03-07 23:48,3831,dire,poopy,radiant,3,22173,4,9,24
2025-03-07 23:48,3831,dire,bnc,radiant,2,45076,18,9,15
2025-03-07 23:48,3831,dire,pizza,radiant,5,16519,3,13,28
2025-03-07 23:48,3831,dire,de,radiant,4,20165,6,5,27
2025-03-07 23:48,3831,dire,yak,dire,4,23969,7,16,30
2025-03-07 23:48,3831,dire,katokan,dire,3,23596,6,9,26
2025-03-07 23:48,3831,dire,imba,dire,2,45745,15,5,23
2025-03-07 23:48,3831,dire,p,dire,5,21956,7,15,26
2025-03-07 23:48,3831,dire,gantz,dire,1,51423,13,3,18
2025-03-08 01:11,1738,dire,fishscale,radiant,2,15604,7,4,4
2025-03-08 01:11,1738,dire,katokan,radiant,3,9501,2,8,7
2025-03-08 01:11,1738,dire,gantz,radiant,1,12582,0,8,6
2025-03-08 01:11,1738,dire,yak,radiant,4,6363,3,12,9
2025-03-08 01:11,1738,dire,p,radiant,5,5235,2,10,5
2025-03-08 01:11,1738,dire,bnc,dire,2,18350,14,0,11
2025-03-08 01:11,1738,dire,smile,dire,1,20432,6,2,10
2025-03-08 01:11,1738,dire,palec,dire,4,8147,2,6,13
2025-03-08 01:11,1738,dire,pizza,dire,5,10014,8,3,16
2025-03-08 01:11,1738,dire,de,dire,3,15808,9,3,15
2025-05-22 23:32,2796,radiant,starlight,radiant,3,27561,9,8,23
2025-05-22 23:32,2796,radiant,bnc,radiant,1,36793,16,4,5
2025-05-22 23:32,2796,radiant,poopy,radiant,2,25287,11,7,13
2025-05-22 23:32,2796,radiant,pizza,radiant,4,17549,3,11,24
2025-05-22 23:32,2796,radiant,palec,radiant,5,14262,2,8,13
2025-05-22 23:32,2796,radiant,fishscale,dire,1,23377,9,6,6
2025-05-22 23:32,2796,radiant,tj4k,dire,2,23384,9,4,11
2025-05-22 23:32,2796,radiant,mugiwara,dire,3,23479,8,5,18
2025-05-22 23:32,2796,radiant,kebab,dire,5,9054,4,16,13
2025-05-22 23:32,2796,radiant,yobaslav,dire,4,11120,6,10,16
2025-05-23 00:31,2550,dire,gantz,radiant,1,20595,13,8,8
2025-05-23 00:31,2550,dire,katokan,radiant,2,12620,7,11,3
2025-05-23 00:31,2550,dire,mugiwara,radiant,3,12198,3,12,18
2025-05-23 00:31,2550,dire,poopy,radiant,4,10656,3,11,16
2025-05-23 00:31,2550,dire,palec,radiant,5,9553,0,12,14
2025-05-23 00:31,2550,dire,fishscale,dire,4,18766,4,4,37
2025-05-23 00:31,2550,dire,tj4k,dire,2,20523,4,4,22
2025-05-23 00:31,2550,dire,pizza,dire,5,16037,5,8,38
2025-05-23 00:31,2550,dire,toyota,dire,3,23423,22,5,17
2025-05-23 00:31,2550,dire,bnc,dire,1,27958,19,6,23
2025-05-23 22:25,2898,dire,gantz,radiant,1,21890,15,8,8
2025-05-23 22:25,2898,dire,imba,radiant,2,15054,6,7,15
2025-05-23 22:25,2898,dire,poopy,radiant,4,24458,2,6,9
2025-05-23 22:25,2898,dire,pizza,radiant,5,9902,0,14,19
2025-05-23 22:25,2898,dire,elnino,radiant,3,27111,6,5,11
2025-05-23 22:25,2898,dire,bnc,dire,1,32059,8,4,15
2025-05-23 22:25,2898,dire,katokan,dire,2,23799,11,6,15
2025-05-23 22:25,2898,dire,kebab,dire,5,13445,9,11,19
2025-05-23 22:25,2898,dire,decreasedpower,dire,3,27842,3,7,25
2025-05-23 22:25,2898,dire,palec,dire,4,16006,8,1,10
2025-05-23 23:23,2406,radiant,kebab,radiant,4,12641,3,6,28
2025-05-23 23:23,2406,radiant,decreasedpower,radiant,3,18165,4,7,23
2025-05-23 23:23,2406,radiant,bnc,radiant,1,32135,19,4,7
2025-05-23 23:23,2406,radiant,palec,radiant,5,14251,5,5,30
2025-05-23 23:23,2406,radiant,fishscale,radiant,2,29665,14,1,14
2025-05-23 23:23,2406,radiant,katokan,dire,3,15476,5,10,9
2025-05-23 23:23,2406,radiant,gantz,dire,1,17013,10,12,6
2025-05-23 23:23,2406,radiant,imba,dire,4,11047,3,7,17
2025-05-23 23:23,2406,radiant,poopy,dire,2,15134,2,8,14
2025-05-23 23:23,2406,radiant,manashka,dire,5,10255,2,9,14
2025-05-24 00:25,2441,radiant,pizza,radiant,5,14811,6,7,24
2025-05-24 00:25,2441,radiant,fishscale,radiant,2,27772,12,0,17
2025-05-24 00:25,2441,radiant,manashka,radiant,3,20297,3,5,20
2025-05-24 00:25,2441,radiant,imba,radiant,4,10304,3,5,12
2025-05-24 00:25,2441,radiant,gantz,radiant,1,31753,16,5,12
2025-05-24 00:25,2441,radiant,kebab,dire,3,8550,3,12,14
2025-05-24 00:25,2441,radiant,bnc,dire,1,22864,4,4,4
2025-05-24 00:25,2441,radiant,decreasedpower,dire,5,12817,9,11,9
2025-05-24 00:25,2441,radiant,palec,dire,4,12763,2,7,9
2025-05-24 00:25,2441,radiant,tj4k,dire,2,12915,4,6,4
2025-05-24 20:27,2422,dire,starlight,radiant,2,13523,2,9,2
2025-05-24 20:27,2422,dire,bnc,radiant,1,17084,4,5,5
2025-05-24 20:27,2422,dire,kebab,radiant,5,8733,7,11,7
2025-05-24 20:27,2422,dire,palec,radiant,4,6528,0,9,6
2025-05-24 20:27,2422,dire,toyota,radiant,3,11919,6,9,11
2025-05-24 20:27,2422,dire,imba,dire,4,16133,8,0,23
2025-05-24 20:27,2422,dire,yobaslav,dire,2,24391,10,3,8
2025-05-24 20:27,2422,dire,gantz,dire,1,26950,15,2,20
2025-05-24 20:27,2422,dire,katokan,dire,3,17609,6,6,16
2025-05-24 20:27,2422,dire,yobaslav,dire,5,12293,2,9,18
2025-05-25 00:09,3919,dire,palec,radiant,4,23948,8,10,30
2025-05-25 00:09,3919,dire,katokan,radiant,3,28286,14,11,33
2025-05-25 00:09,3919,dire,bnc,radiant,1,35844,15,9,26
2025-05-25 00:09,3919,dire,mugiwara,radiant,2,29347,23,16,16
2025-05-25 00:09,3919,dire,yobaslav,radiant,5,17132,2,13,35
2025-05-25 00:09,3919,dire,poopy,dire,2,36878,14,12,29
2025-05-25 00:09,3919,dire,pizza,dire,5,24543,6,11,40
2025-05-25 00:09,3919,dire,toyota,dire,3,29326,20,13,22
2025-05-25 00:09,3919,dire,imba,dire,4,29281,9,10,32
2025-05-25 00:09,3919,dire,gantz,dire,1,25503,9,16,32
2025-05-25 00:10,1485,radiant,fishscale,radiant,2,14033,11,0,15
2025-05-25 00:10,1485,radiant,jumays,radiant,3,11872,6,2,14
2025-05-25 00:10,1485,radiant,gantz,radiant,1,11931,3,3,8
2025-05-25 00:10,1485,radiant,imba,radiant,4,9086,5,0,15
2025-05-25 00:10,1485,radiant,kebab,radiant,5,6218,1,4,16
2025-05-25 00:10,1485,radiant,palec,dire,5,4013,0,7,4
2025-05-25 00:10,1485,radiant,katokan,dire,4,4424,2,6,4
2025-05-25 00:10,1485,radiant,bnc,dire,1,8411,4,6,0
2025-05-25 00:10,1485,radiant,toyota,dire,3,7305,2,7,5
2025-05-25 00:10,1485,radiant,poopy,dire,2,6832,1,3,4
2025-05-26 22:33,2850,radiant,pizza,radiant,5,11675,4,13,24
2025-05-26 22:33,2850,radiant,katokan,radiant,2,26682,19,5,14
2025-05-26 22:33,2850,radiant,imba,radiant,1,32546,11,0,12
2025-05-26 22:33,2850,radiant,jumays,radiant,3,22660,6,6,27
2025-05-26 22:33,2850,radiant,doge,radiant,4,14396,5,7,22
2025-05-26 22:33,2850,radiant,kebab,dire,5,14777,5,9,17
2025-05-26 22:33,2850,radiant,toyota,dire,3,20415,5,6,12
2025-05-26 22:33,2850,radiant,poopy,dire,2,12397,1,14,18
2025-05-26 22:33,2850,radiant,palec,dire,4,15007,2,6,14
2025-05-26 22:33,2850,radiant,gantz,dire,1,24398,16,9,10
2025-05-26 23:38,2391,radiant,poopy,radiant,3,15723,3,2,13
2025-05-26 23:38,2391,radiant,doge,radiant,5,9323,1,7,17
2025-05-26 23:38,2391,radiant,fishscale,radiant,1,26358,12,2,7
2025-05-26 23:38,2391,radiant,toyota,radiant,4,8942,4,4,12
2025-05-26 23:38,2391,radiant,katokan,radiant,2,20402,7,3,9
2025-05-26 23:38,2391,radiant,palec,dire,4,6534,0,5,7
2025-05-26 23:38,2391,radiant,kebab,dire,5,8434,0,5,7
2025-05-26 23:38,2391,radiant,jumays,dire,3,15007,2,4,3
2025-05-26 23:38,2391,radiant,imba,dire,2,15159,7,6,4
2025-05-26 23:38,2391,radiant,gantz,dire,1,16957,6,5,3
2025-05-28 23:06,1492,dire,pizza,radiant,5,3991,1,11,5
2025-05-28 23:06,1492,dire,fishscale,radiant,1,12212,3,3,3
2025-05-28 23:06,1492,dire,katokan,radiant,4,6243,4,4,9
2025-05-28 23:06,1492,dire,jumays,radiant,3,6939,1,8,6
2025-05-28 23:06,1492,dire,yobaslav,radiant,2,9358,5,7,2
2025-05-28 23:06,1492,dire,palec,dire,5,6769,5,1,9
2025-05-28 23:06,1492,dire,bnc,dire,2,15921,12,1,7
2025-05-28 23:06,1492,dire,albert,dire,4,8615,8,7,12
2025-05-28 23:06,1492,dire,gantz,dire,1,12104,5,3,14
2025-05-28 23:06,1492,dire,toyota,dire,3,9719,2,2,9
2025-05-28 23:47,1344,radiant,palec,radiant,5,5644,2,1,11
2025-05-28 23:47,1344,radiant,bnc,radiant,1,10561,0,0,9
2025-05-28 23:47,1344,radiant,albert,radiant,2,15952,11,2,8
2025-05-28 23:47,1344,radiant,katokan,radiant,4,6878,6,4,6
2025-05-28 23:47,1344,radiant,jumays,radiant,3,9704,5,0,9
2025-05-28 23:47,1344,radiant,pizza,dire,5,3216,1,7,4
2025-05-28 23:47,1344,radiant,fishscale,dire,2,8427,0,7,4
2025-05-28 23:47,1344,radiant,imba,dire,4,5753,6,3,0
2025-05-28 23:47,1344,radiant,toyota,dire,3,6672,0,4,2
2025-05-28 23:47,1344,radiant,gantz,dire,1,8540,0,3,6
2025-05-29 23:34,2054,radiant,fishscale,radiant,2,17550,9,4,7
2025-05-29 23:34,2054,radiant,bnc,radiant,1,26092,6,0,7
2025-05-29 23:34,2054,radiant,starlight,radiant,3,17790,15,6,16
2025-05-29 23:34,2054,radiant,pizza,radiant,5,9362,7,8,16
2025-05-29 23:34,2054,radiant,kebab,radiant,4,7208,4,11,19
2025-05-29 23:34,2054,radiant,katokan,dire,3,11960,6,6,11
2025-05-29 23:34,2054,radiant,gantz,dire,1,19735,13,5,7
2025-05-29 23:34,2054,radiant,imba,dire,5,12522,6,8,12
2025-05-29 23:34,2054,radiant,doge,dire,2,7773,0,15,22
2025-05-29 23:34,2054,radiant,palec,dire,4,10142,3,7,18
2025-05-30 00:58,925,radiant,pizza,radiant,5,3300,0,2,10
2025-05-30 00:58,925,radiant,smile,radiant,2,7808,5,0,3
2025-05-30 00:58,925,radiant,starlight,radiant,3,8672,10,0,2
2025-05-30 00:58,925,radiant,palec,radiant,4,3561,2,1,9
2025-05-30 00:58,925,radiant,gantz,radiant,1,6355,2,1,3
2025-05-30 00:58,925,radiant,kebab,dire,5,2063,0,5,2
2025-05-30 00:58,925,radiant,fishscale,dire,2,4900,0,2,0
2025-05-30 00:58,925,radiant,bnc,dire,1,5023,1,3,1
2025-05-30 00:58,925,radiant,katokan,dire,3,3538,0,5,1
2025-05-30 00:58,925,radiant,imba,dire,4,3010,3,4,0
2025-05-30 00:59,1584,dire,pizza,radiant,5,4287,1,4,6
2025-05-30 00:59,1584,dire,smile,radiant,1,12349,2,4,3
2025-05-30 00:59,1584,dire,fishscale,radiant,2,12201,6,6,3
2025-05-30 00:59,1584,dire,starlight,radiant,3,11250,2,6,3
2025-05-30 00:59,1584,dire,kebab,radiant,4,3967,0,4,5
2025-05-30 00:59,1584,dire,palec,dire,4,6527,1,5,15
2025-05-30 00:59,1584,dire,bnc,dire,2,15619,12,2,8
2025-05-30 00:59,1584,dire,katokan,dire,3,11648,2,2,8
2025-05-30 00:59,1584,dire,imba,dire,5,7598,3,2,10
2025-05-30 00:59,1584,dire,gantz,dire,1,17256,5,0,11
2025-05-30 22:12,2663,dire,fishscale,radiant,2,18242,7,7,7
2025-05-30 22:12,2663,dire,smile,radiant,1,25059,13,5,7
2025-05-30 22:12,2663,dire,katokan,radiant,3,18256,2,6,19
2025-05-30 22:12,2663,dire,elnino,radiant,4,9255,4,10,18
2025-05-30 22:12,2663,dire,toyota,radiant,5,9385,6,8,6
2025-05-30 22:12,2663,dire,bnc,dire,2,24805,11,4,14
2025-05-30 22:12,2663,dire,pizza,dire,4,9782,3,9,15
2025-05-30 22:12,2663,dire,kebab,dire,5,10855,4,9,14
2025-05-30 22:12,2663,dire,imba,dire,3,20949,2,5,14
2025-05-30 22:12,2663,dire,gantz,dire,1,33572,16,5,6
2025-05-30 23:25,2862,dire,katokan,radiant,3,17307,1,8,5
2025-05-30 23:25,2862,dire,bnc,radiant,2,23778,1,4,6
2025-05-30 23:25,2862,dire,pizza,radiant,5,5109,0,9,3
2025-05-30 23:25,2862,dire,poopy,radiant,4,6690,2,12,5
2025-05-30 23:25,2862,dire,gantz,radiant,1,19742,3,8,4
2025-05-30 23:25,2862,dire,fishscale,dire,1,37061,21,0,12
2025-05-30 23:25,2862,dire,smile,dire,2,34725,9,0,20
2025-05-30 23:25,2862,dire,imba,dire,4,14811,4,3,14
2025-05-30 23:25,2862,dire,toyota,dire,3,24989,7,2,15
2025-05-30 23:25,2862,dire,kebab,dire,5,12912,0,2,15
2025-05-31 00:32,2194,radiant,fishscale,radiant,1,21609,11,3,12
2025-05-31 00:32,2194,radiant,smile,radiant,2,23652,9,1,17
2025-05-31 00:32,2194,radiant,kebab,radiant,4,9660,1,6,22
2025-05-31 00:32,2194,radiant,imba,radiant,3,12549,8,4,22
2025-05-31 00:32,2194,radiant,katokan,radiant,5,13750,10,6,15
2025-05-31 00:32,2194,radiant,bnc,dire,2,13509,6,6,9
2025-05-31 00:32,2194,radiant,jumays,dire,3,13370,2,6,12
2025-05-31 00:32,2194,radiant,gantz,dire,1,17810,8,5,6
2025-05-31 00:32,2194,radiant,pizza,dire,5,5934,1,14,13
2025-05-31 00:32,2194,radiant,toyota,dire,4,7945,2,9,7
2025-05-31 01:43,3229,radiant,pizza,radiant,5,14902,4,8,25
2025-05-31 01:43,3229,radiant,smile,radiant,2,41472,23,1,24
2025-05-31 01:43,3229,radiant,imba,radiant,4,17132,1,9,31
2025-05-31 01:43,3229,radiant,jumays,radiant,3,28492,10,5,29
2025-05-31 01:43,3229,radiant,gantz,radiant,1,35898,14,9,13
2025-05-31 01:43,3229,radiant,kebab,dire,5,8111,2,11,14
2025-05-31 01:43,3229,radiant,fishscale,dire,2,17528,8,10,12
2025-05-31 01:43,3229,radiant,bnc,dire,1,23090,10,7,13
2025-05-31 01:43,3229,radiant,katokan,dire,4,19264,2,11,11
2025-05-31 01:43,3229,radiant,toyota,dire,3,19730,9,13,12
2025-06-02 21:08,2751,radiant,pizza,radiant,5,12875,4,6,30
2025-06-02 21:08,2751,radiant,bnc,radiant,1,31640,15,7,10
2025-06-02 21:08,2751,radiant,smile,radiant,2,32051,7,3,10
2025-06-02 21:08,2751,radiant,poopy,radiant,3,24885,13,5,17
2025-06-02 21:08,2751,radiant,toyota,radiant,4,13457,8,10,18
2025-06-02 21:08,2751,radiant,kebab,dire,3,10596,6,12,15
2025-06-02 21:08,2751,radiant,katokan,dire,2,20910,5,6,16
2025-06-02 21:08,2751,radiant,mugiwara,dire,5,13805,7,8,14
2025-06-02 21:08,2751,radiant,juwilie,dire,4,9944,2,13,14
2025-06-02 21:08,2751,radiant,gantz,dire,1,25609,10,9,11
2025-06-02 22:06,1627,radiant,starlight,radiant,3,12253,4,4,17
2025-06-02 22:06,1627,radiant,albert,radiant,2,17916,19,2,4
2025-06-02 22:06,1627,radiant,bnc,radiant,1,19480,6,2,8
2025-06-02 22:06,1627,radiant,katokan,radiant,5,8518,5,3,12
2025-06-02 22:06,1627,radiant,poopy,radiant,4,7058,3,3,21
2025-06-02 22:06,1627,radiant,smile,dire,2,10110,3,5,4
2025-06-02 22:06,1627,radiant,mugiwara,dire,4,4546,3,13,6
2025-06-02 22:06,1627,radiant,toyota,dire,3,10453,3,4,7
2025-06-02 22:06,1627,radiant,juwilie,dire,5,4318,1,11,5
2025-06-02 22:06,1627,radiant,gantz,dire,1,10523,3,5,3
2025-06-02 23:16,2567,dire,kebab,radiant,5,8359,2,12,21
2025-06-02 23:16,2567,dire,albert,radiant,2,21371,13,5,15
2025-06-02 23:16,2567,dire,mugiwara,radiant,4,12550,8,9,26
2025-06-02 23:16,2567,dire,katokan,radiant,1,17781,2,8,13
2025-06-02 23:16,2567,dire,toyota,radiant,3,22198,12,4,17
2025-06-02 23:16,2567,dire,pizza,dire,4,10273,1,8,17
2025-06-02 23:16,2567,dire,bnc,dire,3,23043,13,7,12
2025-06-02 23:16,2567,dire,palec,dire,5,16539,5,11,18
2025-06-02 23:16,2567,dire,starlight,dire,2,22810,8,9,22
2025-06-02 23:16,2567,dire,gantz,dire,1,27859,9,2,11
2025-06-03 00:36,3483,dire,starlight,radiant,2,26307,7,10,22
2025-06-03 00:36,3483,dire,toyota,radiant,3,17424,4,10,18
2025-06-03 00:36,3483,dire,bnc,radiant,1,37307,18,3,9
2025-06-03 00:36,3483,dire,palec,radiant,5,12166,3,11,18
2025-06-03 00:36,3483,dire,mugiwara,radiant,4,13175,2,14,21
2025-06-03 00:36,3483,dire,fishscale,dire,2,35215,16,3,18
2025-06-03 00:36,3483,dire,kebab,dire,4,15110,3,12,22
2025-06-03 00:36,3483,dire,pizza,dire,5,17159,6,9,28
2025-06-03 00:36,3483,dire,imba,dire,3,36806,11,6,25
2025-06-03 00:36,3483,dire,gantz,dire,1,30808,12,5,26
2025-06-05 23:00,2735,dire,fishscale,radiant,2,21236,10,3,14
2025-06-05 23:00,2735,dire,gantz,radiant,1,25130,10,8,11
2025-06-05 23:00,2735,dire,mugiwara,radiant,3,16740,8,12,12
2025-06-05 23:00,2735,dire,juwilie,radiant,4,8110,3,13,15
2025-06-05 23:00,2735,dire,de,radiant,5,9522,2,10,22
2025-06-05 23:00,2735,dire,imba,dire,4,15276,3,10,16
2025-06-05 23:00,2735,dire,bnc,dire,1,32213,13,2,23
2025-06-05 23:00,2735,dire,smile,dire,2,24017,5,8,18
2025-06-05 23:00,2735,dire,jumays,dire,5,16057,11,5,22
2025-06-05 23:00,2735,dire,emperor,dire,3,20724,12,8,11
2025-06-06 00:05,2805,radiant,smile,radiant,2,33954,19,3,16
2025-06-06 00:05,2805,radiant,mugiwara,radiant,5,11105,2,10,22
2025-06-06 00:05,2805,radiant,imba,radiant,3,30365,11,2,25
2025-06-06 00:05,2805,radiant,katokan,radiant,4,17117,4,9,28
2025-06-06 00:05,2805,radiant,gantz,radiant,1,31962,11,4,21
2025-06-06 00:05,2805,radiant,fishscale,dire,2,28279,11,4,5
2025-06-06 00:05,2805,radiant,bnc,dire,1,24195,10,7,8
2025-06-06 00:05,2805,radiant,emperor,dire,3,13076,1,11,12
2025-06-06 00:05,2805,radiant,de,dire,4,9436,2,13,16
2025-06-06 00:05,2805,radiant,jumays,dire,5,13659,4,13,12
2025-06-06 22:22,2659,radiant,starlight,radiant,3,21110,0,5,27
2025-06-06 22:22,2659,radiant,albert,radiant,2,25814,12,3,14
2025-06-06 22:22,2659,radiant,bnc,radiant,1,30475,18,5,14
2025-06-06 22:22,2659,radiant,mugiwara,radiant,4,13118,4,11,23
2025-06-06 22:22,2659,radiant,pizza,radiant,5,11657,2,9,25
2025-06-06 22:22,2659,radiant,poopy,dire,2,17057,2,8,16
2025-06-06 22:22,2659,radiant,de,dire,4,6991,2,10,21
2025-06-06 22:22,2659,radiant,katokan,dire,5,11337,7,7,14
2025-06-06 22:22,2659,radiant,imba,dire,3,17394,3,7,11
2025-06-06 22:22,2659,radiant,gantz,dire,1,25808,18,5,10
2025-06-06 23:42,2847,dire,pizza,radiant,4,13214,3,10,19
2025-06-06 23:42,2847,dire,imba,radiant,1,24471,7,7,12
2025-06-06 23:42,2847,dire,poopy,radiant,3,15363,5,11,15
2025-06-06 23:42,2847,dire,fishscale,radiant,2,22340,5,9,14
2025-06-06 23:42,2847,dire,mugiwara,radiant,5,10275,5,11,20
2025-06-06 23:42,2847,dire,mordochka,dire,4,18594,2,6,29
2025-06-06 23:42,2847,dire,de,dire,5,13821,6,8,32
2025-06-06 23:42,2847,dire,gantz,dire,1,31679,19,5,12
2025-06-06 23:42,2847,dire,katokan,dire,3,24106,8,5,19
2025-06-06 23:42,2847,dire,toyota,dire,2,21938,12,4,16
2025-06-07 00:19,1162,radiant,imba,radiant,2,9037,8,0,4
2025-06-07 00:19,1162,radiant,mordochka,radiant,4,4599,0,4,2
2025-06-07 00:19,1162,radiant,de,radiant,5,4039,4,4,7
2025-06-07 00:19,1162,radiant,katokan,radiant,3,7642,2,2,1
2025-06-07 00:19,1162,radiant,gantz,radiant,1,10666,3,1,3
2025-06-07 00:19,1162,radiant,fishscale,dire,2,5700,3,3,3
2025-06-07 00:19,1162,radiant,mugiwara,dire,4,5790,2,5,0
2025-06-07 00:19,1162,radiant,bnc,dire,1,7603,2,4,3
2025-06-07 00:19,1162,radiant,toyota,dire,3,6444,0,3,3
2025-06-07 00:19,1162,radiant,pizza,dire,5,3521,3,2,3
2025-06-07 01:13,2010,dire,pizza,radiant,5,9039,4,8,15
2025-06-07 01:13,2010,dire,bnc,radiant,1,25738,3,0,7
2025-06-07 01:13,2010,dire,katokan,radiant,3,16313,6,4,8
2025-06-07 01:13,2010,dire,mordochka,radiant,4,12247,2,4,10
2025-06-07 01:13,2010,dire,fishscale,radiant,2,22080,13,4,4
2025-06-07 01:13,2010,dire,de,dire,5,8357,3,8,13
2025-06-07 01:13,2010,dire,toyota,dire,3,13731,3,3,11
2025-06-07 01:13,2010,dire,imba,dire,2,11855,3,7,5
2025-06-07 01:13,2010,dire,gantz,dire,1,15480,5,4,8
2025-06-07 01:13,2010,dire,mugiwara,dire,4,7354,5,6,10
2025-06-08 21:57,2059,dire,starlight,radiant,2,16057,6,7,11
2025-06-08 21:57,2059,dire,bnc,radiant,1,16861,5,7,8
2025-06-08 21:57,2059,dire,de,radiant,3,11708,2,10,13
2025-06-08 21:57,2059,dire,juwilie,radiant,5,9742,5,9,11
2025-06-08 21:57,2059,dire,palec,radiant,4,7626,2,7,16
2025-06-08 21:57,2059,dire,imba,dire,2,20955,15,2,13
2025-06-08 21:57,2059,dire,gantz,dire,1,23707,13,3,14
2025-06-08 21:57,2059,dire,kebab,dire,4,11731,2,3,18
