match_id,player_name,team,position,net_worth,kills,deaths,assists
bbbd637c04915a07bb53bca84d18f6bf,poopy,dire,4,32794,6,12,27
bbbd637c04915a07bb53bca84d18f6bf,yak,dire,2,36267,13,11,12
bbbd637c04915a07bb53bca84d18f6bf,imba,dire,1,44624,20,9,15
bbbd637c04915a07bb53bca84d18f6bf,rupich,dire,3,37758,5,9,30
bbbd637c04915a07bb53bca84d18f6bf,solence,dire,5,21484,4,10,32
6f82931e4651566692bad92cc46c0afc,pizza,radiant,5,17116,2,5,21
6f82931e4651566692bad92cc46c0afc,fishscale,radiant,1,35637,8,5,12
6f82931e4651566692bad92cc46c0afc,mugiwara,radiant,2,31369,11,5,17
6f82931e4651566692bad92cc46c0afc,otstalii,radiant,3,15020,6,11,20
6f82931e4651566692bad92cc46c0afc,kebab,radiant,4,16138,8,11,19
6f82931e4651566692bad92cc46c0afc,katokan,dire,2,43636,20,4,6
6f82931e4651566692bad92cc46c0afc,sobolew,dire,4,22220,1,9,30
6f82931e4651566692bad92cc46c0afc,starlight,dire,1,36123,6,6,20
6f82931e4651566692bad92cc46c0afc,rupich,dire,5,17377,5,11,21
6f82931e4651566692bad92cc46c0afc,p,dire,3,23892,5,7,13
b95abdb8a2f05495a41fb6049866716f,pizza,radiant,5,13969,4,12,18
b95abdb8a2f05495a41fb6049866716f,runner,radiant,4,18536,12,8,17
b95abdb8a2f05495a41fb6049866716f,fishscale,radiant,2,18986,9,10,20
b95abdb8a2f05495a41fb6049866716f,dimka,radiant,1,22935,11,7,15
b95abdb8a2f05495a41fb6049866716f,cashier,radiant,3,24433,11,12,21
b95abdb8a2f05495a41fb6049866716f,p,dire,4,16139,3,9,19
b95abdb8a2f05495a41fb6049866716f,yak,dire,2,23473,10,15,17
b95abdb8a2f05495a41fb6049866716f,katokan,dire,3,33634,22,4,15
b95abdb8a2f05495a41fb6049866716f,imba,dire,1,31608,10,8,19
b95abdb8a2f05495a41fb6049866716f,angry_duck,dire,5,19355,3,11,29
3050dbe790025d45b2d9fa651c0f1e36,pizza,radiant,5,12416,5,5,22
3050dbe790025d45b2d9fa651c0f1e36,fishscale,radiant,4,11669,9,1,22
3050dbe790025d45b2d9fa651c0f1e36,runner,radiant,2,16961,13,5,13
3050dbe790025d45b2d9fa651c0f1e36,sobolew,radiant,1,21562,8,3,10
3050dbe790025d45b2d9fa651c0f1e36,starlight,radiant,3,18197,8,6,16
3050dbe790025d45b2d9fa651c0f1e36,imba,dire,1,15022,5,6,11
3050dbe790025d45b2d9fa651c0f1e36,angry_duck,dire,4,6778,0,12,10
3050dbe790025d45b2d9fa651c0f1e36,katokan,dire,2,13819,5,11,12
3050dbe790025d45b2d9fa651c0f1e36,tayviscon,dire,5,8727,4,8,13
3050dbe790025d45b2d9fa651c0f1e36,p,dire,3,11816,5,6,6
b2731f24b61e5f918da2555e68049ff7,pizza,radiant,5,8501,7,12,5
b2731f24b61e5f918da2555e68049ff7,yana,radiant,4,11139,0,9,11
b2731f24b61e5f918da2555e68049ff7,fishscale,radiant,1,24691,11,5,5
b2731f24b61e5f918da2555e68049ff7,sobolew,radiant,3,14466,3,8,12
b2731f24b61e5f918da2555e68049ff7,mugiwara,radiant,2,13782,1,7,11
b2731f24b61e5f918da2555e68049ff7,runner,dire,3,20046,15,7,19
b2731f24b61e5f918da2555e68049ff7,katokan,dire,2,19296,8,3,16
b2731f24b61e5f918da2555e68049ff7,angry_duck,dire,4,16440,3,6,18
b2731f24b61e5f918da2555e68049ff7,tayviscon,dire,5,14253,5,4,17
b2731f24b61e5f918da2555e68049ff7,imba,dire,1,27302,10,2,11
8d3ceb9bd6175ef3942a1ef1463a2b44,pizza,radiant,5,7755,3,2,11
8d3ceb9bd6175ef3942a1ef1463a2b44,katokan,radiant,2,12695,2,1,14
8d3ceb9bd6175ef3942a1ef1463a2b44,imba,radiant,1,21095,5,0,5
8d3ceb9bd6175ef3942a1ef1463a2b44,kebab,radiant,4,8861,5,2,14
8d3ceb9bd6175ef3942a1ef1463a2b44,kot,radiant,3,13513,13,1,0
8d3ceb9bd6175ef3942a1ef1463a2b44,dextron,dire,3,8153,1,3,2
8d3ceb9bd6175ef3942a1ef1463a2b44,unseash,dire,1,12613,3,4,0
8d3ceb9bd6175ef3942a1ef1463a2b44,egor,dire,5,4116,2,7,2
8d3ceb9bd6175ef3942a1ef1463a2b44,itnon,dire,4,3564,0,9,3
8d3ceb9bd6175ef3942a1ef1463a2b44,starlight,dire,2,7782,0,5,1
46fcb6c27401562e957605c7798f208c,egor,radiant,2,35930,18,2,17
46fcb6c27401562e957605c7798f208c,fishscale,radiant,5,17037,11,5,22
46fcb6c27401562e957605c7798f208c,pizza,radiant,4,9839,1,5,20
46fcb6c27401562e957605c7798f208c,unseash,radiant,1,40241,17,1,19
46fcb6c27401562e957605c7798f208c,dextron,radiant,3,16493,6,6,15
46fcb6c27401562e957605c7798f208c,katokan,dire,2,16601,5,11,11
46fcb6c27401562e957605c7798f208c,itnon,dire,5,13288,2,9,11
46fcb6c27401562e957605c7798f208c,imba,dire,1,28918,7,4,7
46fcb6c27401562e957605c7798f208c,kebab,dire,4,7931,1,16,8
46fcb6c27401562e957605c7798f208c,kot,dire,3,13355,4,13,9
315617ebf6cc521a8c01f0e857fc4c08,pizza,radiant,2,21638,10,5,8
315617ebf6cc521a8c01f0e857fc4c08,fishscale,radiant,3,17913,8,2,27
315617ebf6cc521a8c01f0e857fc4c08,kebab,radiant,4,15017,7,5,27
315617ebf6cc521a8c01f0e857fc4c08,yak,radiant,1,32771,20,6,17
315617ebf6cc521a8c01f0e857fc4c08,palec,radiant,5,16164,8,4,18
315617ebf6cc521a8c01f0e857fc4c08,itnon,dire,4,9958,1,13,13
315617ebf6cc521a8c01f0e857fc4c08,egor,dire,1,22239,10,6,3
315617ebf6cc521a8c01f0e857fc4c08,unseash,dire,2,18423,7,9,10
315617ebf6cc521a8c01f0e857fc4c08,dextron,dire,3,11817,3,13,11
315617ebf6cc521a8c01f0e857fc4c08,kot,dire,5,7771,1,13,15
babb237f4a8059a9b30954f00f0a070d,pizza,radiant,2,14221,5,3,10
babb237f4a8059a9b30954f00f0a070d,fishscale,radiant,1,21973,20,0,15
babb237f4a8059a9b30954f00f0a070d,kebab,radiant,4,12160,4,3,22
babb237f4a8059a9b30954f00f0a070d,palec,radiant,5,10532,5,1,16
babb237f4a8059a9b30954f00f0a070d,dextron,radiant,3,15273,5,2,18
babb237f4a8059a9b30954f00f0a070d,egor,dire,1,12518,1,7,1
babb237f4a8059a9b30954f00f0a070d,itnon,dire,5,4803,0,10,3
babb237f4a8059a9b30954f00f0a070d,ginecolog,dire,2,12492,7,5,0
babb237f4a8059a9b30954f00f0a070d,drugdilla,dire,3,8365,0,9,6
babb237f4a8059a9b30954f00f0a070d,bidlo,dire,4,8993,1,9,3
b1baa414238f587ea4d3f258a880710c,pizza,radiant,5,14365,6,7,25
b1baa414238f587ea4d3f258a880710c,kebab,radiant,3,19051,6,7,25
b1baa414238f587ea4d3f258a880710c,fishscale,radiant,1,31819,23,3,16
b1baa414238f587ea4d3f258a880710c,katokan,radiant,2,27919,6,5,22
b1baa414238f587ea4d3f258a880710c,palec,radiant,4,13900,3,7,25
b1baa414238f587ea4d3f258a880710c,kot,dire,2,11293,4,11,14
b1baa414238f587ea4d3f258a880710c,egor,dire,1,20717,8,6,8
b1baa414238f587ea4d3f258a880710c,itnon,dire,5,7278,2,10,9
b1baa414238f587ea4d3f258a880710c,toyota,dire,4,16392,6,7,15
b1baa414238f587ea4d3f258a880710c,dextron,dire,3,12214,7,11,8
e0ecae79bb265e64950467354c9e00d9,itnon,radiant,5,4809,1,10,9
e0ecae79bb265e64950467354c9e00d9,egor,radiant,1,12906,10,5,2
e0ecae79bb265e64950467354c9e00d9,dextron,radiant,3,6631,0,8,4
e0ecae79bb265e64950467354c9e00d9,toyota,radiant,2,10015,2,4,2
e0ecae79bb265e64950467354c9e00d9,kot,radiant,4,5288,3,9,2
e0ecae79bb265e64950467354c9e00d9,fishscale,dire,1,19826,19,1,9
e0ecae79bb265e64950467354c9e00d9,katokan,dire,2,14471,8,1,9
e0ecae79bb265e64950467354c9e00d9,pizza,dire,5,10043,3,1,22
e0ecae79bb265e64950467354c9e00d9,kebab,dire,3,9470,2,9,7
e0ecae79bb265e64950467354c9e00d9,palec,dire,4,9169,4,4,17
a5716234f22658c994c67214d1ce12a5,pizza,radiant,5,4079,1,2,10
a5716234f22658c994c67214d1ce12a5,fishscale,radiant,1,12160,7,0,5
a5716234f22658c994c67214d1ce12a5,ginecolog,radiant,3,9828,4,2,3
a5716234f22658c994c67214d1ce12a5,yana,radiant,4,5595,4,1,6
a5716234f22658c994c67214d1ce12a5,sobolew,radiant,2,8872,3,0,6
a5716234f22658c994c67214d1ce12a5,palec,dire,5,3670,2,6,0
a5716234f22658c994c67214d1ce12a5,yak,dire,2,6028,0,4,0
a5716234f22658c994c67214d1ce12a5,mugiwara,dire,1,6961,1,3,0
a5716234f22658c994c67214d1ce12a5,jumays,dire,3,6209,0,4,0
a5716234f22658c994c67214d1ce12a5,kebab,dire,4,5171,1,2,2
215400e51d0d5326ad8981229c080055,fishscale,radiant,1,27048,13,1,4
215400e51d0d5326ad8981229c080055,pizza,radiant,5,10697,2,4,17
215400e51d0d5326ad8981229c080055,sobolew,radiant,2,17613,5,5,19
215400e51d0d5326ad8981229c080055,ginecolog,radiant,3,17437,8,4,15
215400e51d0d5326ad8981229c080055,yana,radiant,4,13560,7,5,21
215400e51d0d5326ad8981229c080055,yak,dire,2,19080,9,7,7
215400e51d0d5326ad8981229c080055,jumays,dire,4,9592,5,10,11
215400e51d0d5326ad8981229c080055,mugiwara,dire,1,14872,3,6,4
215400e51d0d5326ad8981229c080055,kebab,dire,3,9995,1,5,7
215400e51d0d5326ad8981229c080055,palec,dire,5,7016,1,8,7
ab7de50f3b775621888e207825d68fb7,fishscale,radiant,1,26986,15,3,18
ab7de50f3b775621888e207825d68fb7,katokan,radiant,2,21247,7,6,18
ab7de50f3b775621888e207825d68fb7,pizza,radiant,5,12499,0,9,25
ab7de50f3b775621888e207825d68fb7,kebab,radiant,4,13274,5,5,28
ab7de50f3b775621888e207825d68fb7,dimka,radiant,3,21341,17,2,13
ab7de50f3b775621888e207825d68fb7,sobolew,dire,1,18803,7,7,10
ab7de50f3b775621888e207825d68fb7,ginecolog,dire,4,13881,7,7,7
ab7de50f3b775621888e207825d68fb7,yana,dire,3,7012,2,12,7
ab7de50f3b775621888e207825d68fb7,mugiwara,dire,2,15007,8,9,15
ab7de50f3b775621888e207825d68fb7,palec,dire,5,8882,0,9,6
c160ae3a6d9b5191add1f8e33cbe84c5,pizza,radiant,5,11700,2,5,10
c160ae3a6d9b5191add1f8e33cbe84c5,umeyu,radiant,3,19981,6,8,6
c160ae3a6d9b5191add1f8e33cbe84c5,kebab,radiant,4,8432,2,10,6
c160ae3a6d9b5191add1f8e33cbe84c5,andrew,radiant,1,21328,7,7,8
c160ae3a6d9b5191add1f8e33cbe84c5,starlight,radiant,2,18337,6,11,6
c160ae3a6d9b5191add1f8e33cbe84c5,katokan,dire,2,27565,16,2,13
c160ae3a6d9b5191add1f8e33cbe84c5,imba,dire,1,34450,10,2,12
c160ae3a6d9b5191add1f8e33cbe84c5,fishscale,dire,4,17667,8,7,24
c160ae3a6d9b5191add1f8e33cbe84c5,palec,dire,5,18991,3,4,17
c160ae3a6d9b5191add1f8e33cbe84c5,koba,dire,3,28610,4,8,18
4f3d73574b7258bf8081c78d69cf1dbb,sobolew,radiant,1,20814,9,7,9
4f3d73574b7258bf8081c78d69cf1dbb,toyota,radiant,3,14293,9,9,8
4f3d73574b7258bf8081c78d69cf1dbb,doyota,radiant,2,17517,6,4,14
4f3d73574b7258bf8081c78d69cf1dbb,itnon,radiant,5,7232,3,11,8
4f3d73574b7258bf8081c78d69cf1dbb,dextron,radiant,4,8296,2,11,3
4f3d73574b7258bf8081c78d69cf1dbb,fishscale,dire,1,30122,18,4,13
4f3d73574b7258bf8081c78d69cf1dbb,katokan,dire,3,21235,8,6,19
4f3d73574b7258bf8081c78d69cf1dbb,kebab,dire,4,12348,2,10,15
4f3d73574b7258bf8081c78d69cf1dbb,pizza,dire,5,15744,9,5,21
4f3d73574b7258bf8081c78d69cf1dbb,yak,dire,2,21606,3,4,24
a449880ce8f15333af30d478922d1182,katokan,radiant,2,7337,1,3,3
a449880ce8f15333af30d478922d1182,imba,radiant,1,6881,0,3,3
a449880ce8f15333af30d478922d1182,dextron,radiant,4,3291,0,5,3
a449880ce8f15333af30d478922d1182,dimka,radiant,3,6874,3,6,1
a449880ce8f15333af30d478922d1182,palec,radiant,5,3149,0,3,1
a449880ce8f15333af30d478922d1182,fishscale,dire,1,9562,5,2,7
a449880ce8f15333af30d478922d1182,jumays,dire,2,10248,9,0,4
a449880ce8f15333af30d478922d1182,pizza,dire,5,5880,1,2,12
a449880ce8f15333af30d478922d1182,itnon,dire,3,8247,2,0,5
a449880ce8f15333af30d478922d1182,kebab,dire,4,6014,3,1,8
9072d55b5d545abb945d52928612c28e,katokan,radiant,2,9739,4,5,1
9072d55b5d545abb945d52928612c28e,palec,radiant,4,4892,1,8,1
9072d55b5d545abb945d52928612c28e,imba,radiant,1,11405,0,2,2
9072d55b5d545abb945d52928612c28e,dimka,radiant,3,8463,1,5,3
9072d55b5d545abb945d52928612c28e,dextron,radiant,5,3643,1,11,2
9072d55b5d545abb945d52928612c28e,fishscale,dire,1,17695,16,1,10
9072d55b5d545abb945d52928612c28e,jumays,dire,2,11775,6,2,9
9072d55b5d545abb945d52928612c28e,pizza,dire,5,9258,6,2,19
9072d55b5d545abb945d52928612c28e,itnon,dire,3,10219,0,0,9
9072d55b5d545abb945d52928612c28e,kebab,dire,4,7958,3,3,12
20d3902ce229590397cd5daf16d0cc9e,itnon,radiant,5,3203,0,3,6
20d3902ce229590397cd5daf16d0cc9e,fishscale,radiant,1,8555,8,0,4
20d3902ce229590397cd5daf16d0cc9e,dimka,radiant,3,7632,7,0,4
20d3902ce229590397cd5daf16d0cc9e,jumays,radiant,2,8019,3,0,6
20d3902ce229590397cd5daf16d0cc9e,kebab,radiant,4,4211,2,0,8
20d3902ce229590397cd5daf16d0cc9e,katokan,dire,2,4052,0,4,1
20d3902ce229590397cd5daf16d0cc9e,pizza,dire,5,3524,2,4,1
20d3902ce229590397cd5daf16d0cc9e,dextron,dire,3,3786,0,4,0
20d3902ce229590397cd5daf16d0cc9e,palec,dire,4,2654,0,6,0
20d3902ce229590397cd5daf16d0cc9e,imba,dire,1,5579,1,2,1
4758730c5c2e58fa93d66e331bff6619,katokan,radiant,2,11208,4,4,2
4758730c5c2e58fa93d66e331bff6619,pizza,radiant,5,6535,2,11,4
4758730c5c2e58fa93d66e331bff6619,solence,radiant,1,10188,1,6,1
4758730c5c2e58fa93d66e331bff6619,kebab,radiant,3,5946,2,8,3
4758730c5c2e58fa93d66e331bff6619,palec,radiant,4,4647,0,10,3
4758730c5c2e58fa93d66e331bff6619,toyota,dire,3,13552,7,1,16
4758730c5c2e58fa93d66e331bff6619,poopy,dire,2,13787,6,4,15
4758730c5c2e58fa93d66e331bff6619,doyota,dire,4,10389,12,0,17
4758730c5c2e58fa93d66e331bff6619,svetlana,dire,5,11665,5,4,24
4758730c5c2e58fa93d66e331bff6619,imba,dire,1,22066,7,1,5
074d39ef543d551b95f422143131ea03,pizza,radiant,5,8889,1,10,8
074d39ef543d551b95f422143131ea03,solence,radiant,4,15554,6,5,10
074d39ef543d551b95f422143131ea03,poopy,radiant,2,18988,8,9,7
074d39ef543d551b95f422143131ea03,aizlkel,radiant,3,13612,5,12,11
